prospect_id,referrer_member_id,contact_id,annual_meeting_id,first_touch,interest_score,note
PROHRJ9APJ,M055,P00078,AM-2025,2025-06-25T18:20:00,5,Wants case study
PROQA8LPQK,M055,P00084,AM-2025,2025-06-25T13:40:00,2,Wants case study
PRO70O5BY1,M055,P00136,AM-2025,2025-06-25T20:49:00,2,Considering upgrade to Enterprise
PRONJMJQOQ,M055,P00405,AM-2025,2025-06-25T18:19:00,3,Wants case study
PROP93IXQ9,M055,P00193,AM-2025,2025-06-25T20:18:00,5,Interested in demo
PROHZGF6L7,M055,P00007,AM-2024,2025-06-25T16:08:00,3,Follow up after event
PRODJPYJ4I,M055,P00323,AM-2025,2025-06-25T18:28:00,3,Asked about pricing
PRO192WEFM,M055,P00301,AM-2025,2025-06-25T15:00:00,3,Renewal candidate
PROX6T1NNX,M055,P00201,AM-2025,2025-06-25T11:36:00,1,Interested in demo
PROYM73ZQU,M055,P00310,AM-2025,2025-06-25T19:44:00,3,Requested member-only research
PROXJ4VQVR,M055,P00059,AM-2025,2025-06-25T15:40:00,3,Considering upgrade to Enterprise
PRO467YA4A,M055,P00245,AM-2025,2025-06-25T15:50:00,4,Asked about pricing
PRON137K9N,M055,P00060,AM-2025,2025-06-25T18:21:00,1,Considering upgrade to Enterprise
PROFTKHBVC,M055,P00014,AM-2025,2025-06-25T20:02:00,4,Lapsed last year — re-engaging
PROL46YJ5R,M055,P00021,AM-2025,2025-06-25T14:01:00,2,Interested in demo
PRODONEBFU,M055,P00277,AM-2025,2025-06-25T12:02:00,3,Asked about pricing
PRO4RCNHYN,M055,P00373,AM-2025,2025-06-25T20:55:00,3,Follow up after event
PROMCVEMSC,M055,P00106,AM-2025,2025-06-25T16:42:00,4,Interested in demo
PRO1KYBNW9,M055,P00339,AM-2025,2025-06-25T09:27:00,3,Follow up after event
PROJ1EV1TL,M055,P00156,AM-2025,2025-06-25T16:07:00,3,Interested in demo
PRO6K114Z5,M055,P00045,AM-2025,2025-06-25T13:50:00,3,Wants case study
PROF98PVIW,M055,P00184,AM-2024,2025-06-25T19:52:00,4,Referred by current member
PROY1R7SU9,M055,P00192,AM-2025,2025-06-25T15:50:00,3,Follow up after event
PROTKJ5G2J,M055,P00410,AM-2025,2025-06-25T19:45:00,3,Follow up after event
PROWCJBYWC,M055,P00299,AM-2025,2025-06-25T11:01:00,5,Asked about pricing
PROVYPFP3F,M055,P00174,AM-2025,2025-06-25T20:30:00,5,Follow up after event
PROETFT6U4,M055,P00087,AM-2024,2025-06-25T14:34:00,3,Asked about pricing
PRONWYLR1J,M055,P00218,AM-2025,2025-06-25T13:59:00,5,
PRO6GYHADF,M055,P00199,AM-2025,2025-06-25T14:34:00,5,Follow up after event
PROP226ENW,M055,P00110,AM-2025,2025-06-25T15:54:00,2,
PRONM6ZMTM,M055,P00403,AM-2025,2025-06-25T19:46:00,2,Follow up after event
PRONLXBLHR,M055,P00389,AM-2024,2025-06-25T15:57:00,4,Asked about pricing
PROHXUC6BL,M055,P00275,AM-2025,2025-06-25T12:12:00,3,Referred by current member
PROEDBSCVW,M055,P00331,AM-2024,2025-06-25T20:13:00,4,Interested in demo
PROF8TAYCL,M055,P00214,AM-2025,2025-06-25T16:46:00,4,Wants case study
PROITABH6R,M055,P00052,AM-2024,2025-06-25T18:51:00,1,Follow up after event
PROXNR1XBL,M055,P00170,AM-2024,2025-06-25T20:55:00,2,Interested in demo
PRONDSPS71,M055,P00016,AM-2025,2025-06-25T14:48:00,5,Wants case study
PRO2XYLQBA,M055,P00092,AM-2025,2025-06-25T11:48:00,2,Asked about pricing
PROY66TUZK,M055,P00073,AM-2025,2025-06-25T18:23:00,5,Wants case study
PROLHGZE7U,M055,P00321,AM-2024,2025-06-25T17:34:00,5,Wants case study
PRODHP4IXP,M055,P00069,AM-2024,2025-06-25T19:45:00,4,Interested in certification track
PROHOKPDVX,M055,P00395,AM-2025,2025-06-25T10:13:00,3,Asked about pricing
PROUZAASUS,M055,P00164,AM-2025,2025-06-25T20:22:00,3,Follow up after event
PROHNL941W,M055,P00022,AM-2025,2025-06-25T11:52:00,1,Follow up after event
PRON29Z8ZX,M055,P00115,AM-2025,2025-06-25T10:21:00,3,Follow up after event
PROTOIOCZY,M055,P00099,AM-2025,2025-06-25T18:20:00,5,Wants case study
PROKS5R3QD,M055,P00046,AM-2025,2025-06-25T16:23:00,3,Wants case study
PRO6HJAFZA,M055,P00196,AM-2025,2025-06-25T15:28:00,4,Renewal candidate
PRO0C952W1,M055,P00151,AM-2024,2025-06-25T20:53:00,5,Interested in certification track
PROC4ASHVV,M055,P00360,AM-2025,2025-06-25T15:42:00,4,Asked about pricing
PRO9ULOX3L,M055,P00207,AM-2024,2025-06-25T18:06:00,3,Interested in demo
PROU3MZAOK,M055,P00003,AM-2025,2025-06-25T18:48:00,4,Interested in demo
PRONIIYAP2,M055,P00123,AM-2025,2025-06-25T13:24:00,2,Wants case study
PROD5N0TA8,M055,P00311,AM-2024,2025-06-25T12:55:00,5,Lapsed last year — re-engaging
PRON6P2LLC,M055,P00067,AM-2024,2025-06-25T12:46:00,3,Asked about corporate tier
PROP4CXUH2,M055,P00334,AM-2024,2025-06-25T18:57:00,5,Asked about pricing
PROOJR5XTE,M055,P00363,AM-2025,2025-06-25T09:54:00,4,Considering upgrade to Enterprise
PROUO2H8CY,M055,P00284,AM-2024,2025-06-25T17:09:00,5,Interested in demo
PROC20T1XU,M055,P00288,AM-2024,2025-06-25T14:29:00,1,Requested member-only research
PROJTAGH7F,M055,P00384,AM-2024,2025-06-25T10:05:00,3,
PROFQBCKX5,M055,P00090,AM-2025,2025-06-25T18:36:00,3,Follow up after event
PRO2VGQSF5,M055,P00346,AM-2024,2025-06-25T12:41:00,4,Wants case study
PROGALIH8W,M055,P00001,AM-2025,2025-06-25T10:37:00,3,Wants to host a chapter event
PROBN7RKX1,M055,P00292,AM-2024,2025-06-25T15:33:00,4,Wants case study
PRO3RRTJP2,M055,P00375,AM-2025,2025-06-25T09:11:00,5,
PRORIU090A,M055,P00130,AM-2025,2025-06-25T13:15:00,3,Wants case study
PROYI28EKP,M055,P00348,AM-2025,2025-06-25T11:51:00,4,Wants case study
PRO6OKS6X0,M055,P00042,AM-2025,2025-06-25T20:34:00,1,Asked about pricing
PRO2VEGDPF,M055,P00200,AM-2024,2025-06-25T18:44:00,4,Wants to host a chapter event
PROFSNT61Z,M055,P00058,AM-2025,2025-06-25T16:27:00,3,Follow up after event
PROKHS49SF,M055,P00297,AM-2025,2025-06-25T10:41:00,3,Lapsed last year — re-engaging
PROVUD6SSH,M055,P00243,AM-2024,2025-06-25T13:42:00,3,Wants case study
PROAM5RL7T,M055,P00272,AM-2025,2025-06-25T15:31:00,5,Interested in demo
PROR0PSF4P,M055,P00134,AM-2025,2025-06-25T19:18:00,2,Wants case study
PROI8B2GL1,M055,P00126,AM-2024,2025-06-25T12:10:00,5,Interested in demo
PROZLWQGCC,M063,P00253,AM-2025,2025-06-25T19:02:00,2,Interested in demo
PRO9AC5RLQ,M063,P00222,AM-2025,2025-06-25T20:11:00,2,Wants to host a chapter event
PRO8LDNCLB,M063,P00179,AM-2024,2025-06-25T14:33:00,2,Interested in certification track
PROX6U3HG3,M063,P00320,AM-2024,2025-06-25T17:11:00,5,Asked about pricing
PRORA2GCB9,M063,P00025,AM-2025,2025-06-25T10:12:00,4,Wants case study
PROUBNR0NN,M063,P00164,AM-2024,2025-06-25T15:11:00,4,Lapsed last year — re-engaging
PRO16ZMDIE,M063,P00301,AM-2025,2025-06-25T20:24:00,2,Wants case study
PRO85X6REN,M063,P00217,AM-2024,2025-06-25T15:00:00,4,Follow up after event
PROXEN4CCM,M063,P00410,AM-2025,2025-06-25T13:58:00,4,Wants case study
PRO71ZRRS4,M063,P00280,AM-2025,2025-06-25T15:40:00,2,Interested in demo
PROFOMXZER,M063,P00390,AM-2025,2025-06-25T16:58:00,2,Wants case study
PROWM20ULX,M063,P00115,AM-2025,2025-06-25T19:42:00,2,Considering upgrade to Enterprise
PROI7AYL69,M063,P00017,AM-2024,2025-06-25T19:40:00,1,Wants case study
PROK7AC77W,M063,P00268,AM-2024,2025-06-25T14:17:00,2,Asked about pricing
PROGJL0OTC,M063,P00062,AM-2025,2025-06-25T17:15:00,2,
PROW8BF21P,M063,P00276,AM-2024,2025-06-25T17:45:00,4,Asked about pricing
PROI35W6W5,M063,P00031,AM-2025,2025-06-25T10:58:00,2,Asked about pricing
PRO07HWRJS,M063,P00336,AM-2025,2025-06-25T17:47:00,2,Interested in demo
PROZUYIAT9,M063,P00351,AM-2025,2025-06-25T18:58:00,2,Interested in certification track
PROKFLY9SO,M063,P00302,AM-2025,2025-06-25T18:49:00,2,Asked about pricing
PRO4P2S8ZT,M063,P00363,AM-2025,2025-06-25T17:19:00,3,Referred by current member
PROV2B2GUU,M063,P00235,AM-2025,2025-06-25T12:17:00,2,Follow up after event
PRO9498L2G,M063,P00227,AM-2024,2025-06-25T12:03:00,4,Wants to host a chapter event
PROKL4WA3F,M063,P00061,AM-2024,2025-06-25T13:15:00,3,Asked about pricing
PROXWJ4C3U,M063,P00181,AM-2024,2025-06-25T15:58:00,1,Renewal candidate
PROARRNHUQ,M063,P00097,AM-2025,2025-06-25T12:40:00,1,Considering upgrade to Enterprise
PROGAZGYND,M063,P00241,AM-2025,2025-06-25T12:42:00,5,Interested in demo
PROLUD8Q2H,M063,P00101,AM-2024,2025-06-25T10:34:00,3,Requested member-only research
PRO6Z869DW,M063,P00156,AM-2024,2025-06-25T17:33:00,5,Asked about corporate tier
PROZTKHYOI,M063,P00264,AM-2024,2025-06-25T10:46:00,4,Referred by current member
PROB1KKFVE,M063,P00306,AM-2025,2025-06-25T16:18:00,4,Interested in demo
PROAPEB2AG,M063,P00384,AM-2025,2025-06-25T20:24:00,2,Asked about corporate tier
PRO3U6U28X,M063,P00096,AM-2025,2025-06-25T12:05:00,4,Follow up after event
PROV457AN7,M063,P00295,AM-2024,2025-06-25T15:15:00,5,Wants case study
PROI4UNGJI,M063,P00293,AM-2025,2025-06-25T17:23:00,3,Referred by current member
PROTV0T1G3,M063,P00395,AM-2025,2025-06-25T12:38:00,5,
PROVD33ZLG,M063,P00027,AM-2025,2025-06-25T12:16:00,2,Asked about pricing
PROWIU150L,M063,P00283,AM-2025,2025-06-25T10:27:00,4,Asked about pricing
PRODTRAK4R,M063,P00420,AM-2025,2025-06-25T13:01:00,3,Asked about pricing
PROMLFH2XC,M063,P00366,AM-2025,2025-06-25T10:42:00,3,Wants case study
PROFPZPAVD,M063,P00158,AM-2024,2025-06-25T09:24:00,4,Requested member-only research
PROLZ5Z1FE,M063,P00162,AM-2024,2025-06-25T14:53:00,3,Wants case study
PROO0TPV2R,M063,P00230,AM-2025,2025-06-25T20:18:00,1,Interested in demo
PRO3GC850X,M063,P00002,AM-2024,2025-06-25T11:51:00,5,Interested in demo
PROOG2YZ6C,M063,P00178,AM-2025,2025-06-25T18:25:00,4,Follow up after event
PROYA8Z1PL,M063,P00419,AM-2025,2025-06-25T15:56:00,3,Asked about pricing
PROH7BVGKP,M063,P00076,AM-2025,2025-06-25T16:44:00,4,Wants case study
PROF998VFA,M063,P00161,AM-2025,2025-06-25T18:59:00,4,Wants case study
PROZZSQNNO,M063,P00044,AM-2025,2025-06-25T12:27:00,3,Asked about pricing
PROV8S88DT,M063,P00176,AM-2024,2025-06-25T19:43:00,2,Asked about pricing
PROQQFWQOD,M063,P00332,AM-2024,2025-06-25T10:18:00,2,Renewal candidate
PRONKG1OM5,M063,P00292,AM-2025,2025-06-25T20:11:00,3,Wants case study
PROQSFXFV0,M063,P00203,AM-2025,2025-06-25T12:29:00,4,Follow up after event
PRO4282051,M063,P00148,AM-2025,2025-06-25T15:22:00,3,Referred by current member
PRO8E8G0OQ,M063,P00228,AM-2024,2025-06-25T20:03:00,3,Wants to host a chapter event
PROQIMN8AW,M063,P00261,AM-2025,2025-06-25T12:04:00,2,Requested member-only research
PRONP1JYBM,M063,P00266,AM-2024,2025-06-25T14:25:00,4,Wants case study
PROSMKJ1NY,M063,P00408,AM-2025,2025-06-25T20:57:00,3,Interested in demo
PRO3YSM8CD,M063,P00343,AM-2025,2025-06-25T10:45:00,2,Renewal candidate
PRO57Y7ITM,M063,P00347,AM-2025,2025-06-25T18:24:00,3,Asked about corporate tier
PROPNQ0NQZ,M063,P00287,AM-2025,2025-06-25T16:51:00,3,Follow up after event
PROM3BQF00,M063,P00396,AM-2025,2025-06-25T12:33:00,2,Requested member-only research
PROX3CV4C0,M063,P00168,AM-2025,2025-06-25T12:30:00,3,Interested in demo
PRO6QR55GF,M063,P00337,AM-2025,2025-06-25T12:06:00,5,Follow up after event
PROT08ZSJU,M063,P00006,AM-2025,2025-06-25T15:20:00,5,Follow up after event
PRO2ZUTP19,M063,P00202,AM-2025,2025-06-25T20:29:00,5,Wants to host a chapter event
PROCNFAWI0,M063,P00360,AM-2024,2025-06-25T20:35:00,5,Follow up after event
PRO6BBCSDT,M063,P00285,AM-2024,2025-06-25T11:20:00,2,Requested member-only research
PROFORCHHB,M063,P00418,AM-2024,2025-06-25T17:45:00,3,Follow up after event
PROVMEFC60,M063,P00138,AM-2025,2025-06-25T16:03:00,3,Asked about pricing
PROTYB7JNN,M063,P00290,AM-2025,2025-06-25T16:57:00,4,Asked about pricing
PROJVQI3EU,M063,P00389,AM-2024,2025-06-25T13:29:00,3,Interested in demo
PROJXPVTQ0,M063,P00054,AM-2025,2025-06-25T11:59:00,5,Interested in certification track
PROPSUY7PY,M063,P00304,AM-2025,2025-06-25T17:12:00,3,Interested in certification track
PROKTXPMG2,M063,P00083,AM-2025,2025-06-25T17:08:00,2,Follow up after event
PROZF6LWI9,M063,P00136,AM-2024,2025-06-25T19:07:00,4,Asked about pricing
PROHEWRKZN,M063,P00281,AM-2025,2025-06-25T11:55:00,4,Asked about pricing
PROH5PDUTV,M063,P00354,AM-2024,2025-06-25T20:35:00,1,Asked about corporate tier
PRO6CA1EVG,M063,P00104,AM-2024,2025-06-25T14:54:00,3,Interested in demo
PROGG4X63C,M063,P00412,AM-2025,2025-06-25T16:53:00,5,Asked about pricing
PROKDO7DOB,M063,P00327,AM-2024,2025-06-25T14:29:00,4,Wants case study
PROXZWCKO1,M063,P00294,AM-2025,2025-06-25T19:08:00,2,Follow up after event
PROU522LA7,M063,P00399,AM-2024,2025-06-25T15:41:00,5,Wants case study
PROUNQ4V64,M063,P00313,AM-2025,2025-06-25T10:15:00,5,Interested in demo
PRO7H2YXG5,M063,P00248,AM-2025,2025-06-25T15:17:00,5,Wants case study
PROBG8K7H0,M063,P00026,AM-2025,2025-06-25T16:33:00,4,Lapsed last year — re-engaging
PROAVRKXFJ,M063,P00244,AM-2024,2025-06-25T10:21:00,3,Wants case study
PROE69H6AY,M063,P00070,AM-2025,2025-06-25T10:30:00,2,Wants case study
PROL46ZWYA,M063,P00255,AM-2025,2025-06-25T20:44:00,5,Follow up after event
PROPPNMRDJ,M063,P00225,AM-2025,2025-06-25T18:22:00,1,Asked about pricing
PROMNSGDOI,M063,P00213,AM-2025,2025-06-25T09:04:00,5,Considering upgrade to Enterprise
PROK3VNDC1,M063,P00350,AM-2025,2025-06-25T11:15:00,1,Interested in certification track
PROQBJRFKG,M063,P00145,AM-2025,2025-06-25T20:32:00,1,Interested in demo
PROYHQQDGX,M063,P00089,AM-2024,2025-06-25T16:48:00,3,Considering upgrade to Enterprise
PRO75TW29V,M063,P00142,AM-2025,2025-06-25T17:05:00,5,Asked about pricing
PRO1BKG5WU,M063,P00211,AM-2024,2025-06-25T09:11:00,3,Considering upgrade to Enterprise
PRO7ENKFE1,M063,P00291,AM-2025,2025-06-25T16:56:00,4,Wants case study
PRO2QXFALB,M063,P00411,AM-2024,2025-06-25T15:59:00,3,Wants case study
PRO1J2W3E1,M063,P00315,AM-2025,2025-06-25T12:29:00,3,Asked about pricing
PRO2AJ6UPW,M063,P00379,AM-2024,2025-06-25T10:32:00,5,Follow up after event
PROP9AWOOT,M063,P00377,AM-2025,2025-06-25T12:08:00,3,Follow up after event
PROQGBR3M4,M063,P00339,AM-2025,2025-06-25T17:44:00,3,Follow up after event
PROFMR4UP6,M063,P00032,AM-2025,2025-06-25T19:38:00,5,Wants case study
PROVQHN85U,M063,P00341,AM-2025,2025-06-25T18:27:00,3,Asked about pricing
PROA57Z3VF,M063,P00246,AM-2025,2025-06-25T13:16:00,1,Asked about pricing
PROVOAWRMV,M063,P00125,AM-2025,2025-06-25T19:17:00,2,Asked about corporate tier
PROZ825B0J,M063,P00036,AM-2025,2025-06-25T14:58:00,5,Wants to host a chapter event
PRODOMRD99,M063,P00212,AM-2025,2025-06-25T16:29:00,5,Asked about corporate tier
PRORIVB0XR,M063,P00171,AM-2025,2025-06-25T14:53:00,2,Lapsed last year — re-engaging
PRODJZ8B2F,M063,P00318,AM-2025,2025-06-25T17:03:00,3,Asked about pricing
PRO42PNZN8,M063,P00050,AM-2024,2025-06-25T17:09:00,5,Wants case study
PROD22VKYB,M063,P00257,AM-2025,2025-06-25T10:35:00,3,Renewal candidate
PROD89NEXX,M063,P00091,AM-2025,2025-06-25T18:08:00,5,Asked about pricing
PRO1DWCU6G,M063,P00133,AM-2024,2025-06-25T18:27:00,4,Interested in certification track
PROTBX34B1,M063,P00380,AM-2025,2025-06-25T09:22:00,3,
PROQCMJ0NP,M063,P00414,AM-2025,2025-06-25T16:32:00,3,Asked about pricing
PROAK0RFDY,M063,P00252,AM-2025,2025-06-25T17:37:00,3,Follow up after event
PROVXX4LMQ,M033,P00273,AM-2025,2025-06-25T14:47:00,1,
PROQWR1MN4,M033,P00056,AM-2025,2025-06-25T15:11:00,4,Referred by current member
PROT4WQKPW,M033,P00418,AM-2024,2025-06-25T10:36:00,4,Wants case study
PRO7TD8OW2,M033,P00392,AM-2025,2025-06-25T09:19:00,4,Interested in demo
PROTNP4KPX,M033,P00091,AM-2024,2025-06-25T14:39:00,5,Follow up after event
PRO537SOG5,M033,P00340,AM-2025,2025-06-25T09:27:00,5,Interested in demo
PROUZAESJI,M033,P00272,AM-2025,2025-06-25T14:40:00,1,Wants to host a chapter event
PROL3JQ6Z0,M033,P00361,AM-2025,2025-06-25T19:43:00,4,Wants case study
PRO1ZMU90A,M033,P00359,AM-2024,2025-06-25T14:57:00,2,Asked about pricing
PROWUDCWLL,M033,P00051,AM-2024,2025-06-25T13:31:00,3,Interested in demo
PROWJ0PKO7,M033,P00152,AM-2025,2025-06-25T19:20:00,3,Lapsed last year — re-engaging
PRO0K42JHP,M033,P00277,AM-2025,2025-06-25T17:37:00,5,Wants case study
PRO6ORTDHK,M033,P00048,AM-2025,2025-06-25T10:37:00,5,Renewal candidate
PROOLFHSDZ,M033,P00258,AM-2025,2025-06-25T12:37:00,2,Asked about pricing
PROYCYC45Z,M033,P00405,AM-2025,2025-06-25T12:23:00,5,Follow up after event
PRONSFK6O5,M033,P00400,AM-2025,2025-06-25T12:21:00,5,Interested in demo
PROCFVW9M4,M033,P00105,AM-2025,2025-06-25T10:24:00,1,Follow up after event
PROYQIURYO,M033,P00412,AM-2025,2025-06-25T15:11:00,2,Asked about pricing
PROTMN1ORD,M033,P00172,AM-2024,2025-06-25T13:22:00,5,Wants case study
PRO6TMV29B,M033,P00393,AM-2024,2025-06-25T10:04:00,5,Interested in demo
PROBTNAES6,M033,P00377,AM-2025,2025-06-25T13:17:00,5,Lapsed last year — re-engaging
PROW5W1MI4,M033,P00003,AM-2024,2025-06-25T19:50:00,5,Wants to host a chapter event
PRO0D2Y5OI,M033,P00358,AM-2024,2025-06-25T19:52:00,4,Asked about corporate tier
PRO5BT3CEY,M033,P00320,AM-2024,2025-06-25T12:26:00,5,Asked about pricing
PROAMEQHU8,M033,P00189,AM-2024,2025-06-25T10:07:00,2,Interested in demo
PROIGXOARR,M033,P00332,AM-2025,2025-06-25T18:51:00,4,Wants case study
PROC13I1BV,M033,P00160,AM-2025,2025-06-25T09:00:00,1,Follow up after event
PROQ640B7G,M033,P00403,AM-2025,2025-06-25T20:02:00,4,Follow up after event
PROMO1H67K,M033,P00181,AM-2025,2025-06-25T17:57:00,3,Follow up after event
PROSBVF2FT,M033,P00309,AM-2025,2025-06-25T13:57:00,4,Interested in demo
PRO80MSXIS,M033,P00159,AM-2025,2025-06-25T17:39:00,4,Follow up after event
PROZGX7U5U,M033,P00239,AM-2025,2025-06-25T15:59:00,1,Interested in demo
PRO32SVKGT,M033,P00074,AM-2025,2025-06-25T11:19:00,2,Renewal candidate
PROCVGEAM7,M033,P00205,AM-2025,2025-06-25T16:45:00,3,Asked about pricing
PROQH4ZOU4,M033,P00017,AM-2024,2025-06-25T19:51:00,3,Referred by current member
PROA97WQ6K,M033,P00162,AM-2025,2025-06-25T17:44:00,3,Asked about pricing
PROYJIFJLP,M033,P00335,AM-2024,2025-06-25T11:59:00,4,Follow up after event
PROAO6RPHY,M033,P00054,AM-2025,2025-06-25T20:18:00,4,Interested in demo
PROHC5862T,M033,P00190,AM-2024,2025-06-25T19:19:00,5,Considering upgrade to Enterprise
PROX59MN9E,M033,P00196,AM-2024,2025-06-25T16:06:00,2,Interested in demo
PROD40C8NO,M033,P00047,AM-2025,2025-06-25T12:33:00,5,Follow up after event
PRODELA6OC,M033,P00191,AM-2024,2025-06-25T19:02:00,5,Wants to host a chapter event
PRONSZP61D,M033,P00305,AM-2025,2025-06-25T09:38:00,5,Interested in demo
