brief_id,client_id,candidate_id,cycle_id,received_at,priority_score,note
BRNQ3HZLL,CL077,CD00364,CY-2024,2025-06-25T13:27:00,3,Wants longlist within 10 business days
BRPAZHBS6,CL077,CD00060,CY-2024,2025-06-25T10:29:00,3,Wants case study
BR2R7O5L9,CL077,CD00175,CY-2025,2025-06-25T17:31:00,4,Follow up after event
BRQ45Z9SJ,CL077,CD00313,CY-2024,2025-06-25T11:44:00,5,Follow up after event
BRR670P98,CL077,CD00002,CY-2024,2025-06-25T16:19:00,5,Requested benchmark comp data
BR492375V,CL077,CD00160,CY-2024,2025-06-25T11:29:00,5,Hot follow-up
BRQM8TYAT,CL077,CD00290,CY-2024,2025-06-25T17:29:00,5,Interested in demo
BR4SUE0KJ,CL077,CD00217,CY-2025,2025-06-25T10:48:00,2,Inbound from referral
BRINLEV0I,CL077,CD00102,CY-2025,2025-06-25T17:20:00,2,Interested in demo
BRPOQYP29,CL077,CD00337,CY-2025,2025-06-25T09:38:00,5,Wants case study
BRSP6VWXK,CL077,CD00047,CY-2025,2025-06-25T12:46:00,5,Follow up after event
BRRCOMM3C,CL055,CD00189,CY-2024,2025-06-25T16:03:00,2,Follow up after event
BRMYU5116,CL055,CD00246,CY-2025,2025-06-25T19:09:00,3,Wants case study
BRCLAL7Q2,CL055,CD00203,CY-2025,2025-06-25T17:17:00,4,Interested in demo
BR5E2VT8E,CL055,CD00020,CY-2024,2025-06-25T16:17:00,2,Asked about pricing
BRO4935TP,CL055,CD00225,CY-2024,2025-06-25T15:43:00,2,Hot follow-up
BRREFIOTS,CL055,CD00268,CY-2025,2025-06-25T17:31:00,2,Wants longlist within 10 business days
BRNU89JJF,CL055,CD00345,CY-2025,2025-06-25T20:13:00,3,Wants case study
BR39IHC3D,CL055,CD00158,CY-2025,2025-06-25T09:03:00,4,Interested in demo
BRL61E1JN,CL055,CD00336,CY-2024,2025-06-25T15:31:00,3,Asked about pricing
BRW0P36PM,CL055,CD00370,CY-2024,2025-06-25T20:27:00,3,Hold for board meeting decision
BRMXEFMIS,CL055,CD00356,CY-2025,2025-06-25T19:01:00,2,Wants case study
BR4MF4RCY,CL055,CD00411,CY-2025,2025-06-25T10:05:00,3,Asked about pricing
BRPU1X8MH,CL055,CD00287,CY-2024,2025-06-25T19:55:00,4,Wants case study
BRFUIQ6I9,CL055,CD00329,CY-2025,2025-06-25T20:06:00,3,Wants longlist within 10 business days
BRGO6X616,CL055,CD00198,CY-2024,2025-06-25T14:16:00,5,Requested benchmark comp data
BREEZOGKJ,CL055,CD00072,CY-2025,2025-06-25T15:29:00,3,
BR8S91USF,CL055,CD00230,CY-2025,2025-06-25T18:16:00,4,Follow up after event
BRANCRRE6,CL055,CD00223,CY-2025,2025-06-25T16:42:00,3,
BRWDPTFEF,CL055,CD00205,CY-2025,2025-06-25T18:30:00,3,Follow up after event
BR460ZLVC,CL055,CD00300,CY-2025,2025-06-25T16:34:00,4,Asked about pricing
BRLO5QDYG,CL055,CD00320,CY-2025,2025-06-25T09:15:00,4,Follow up after event
BR9NS6JGX,CL055,CD00152,CY-2024,2025-06-25T12:30:00,4,Asked about pricing
BRJ41IRG1,CL055,CD00303,CY-2025,2025-06-25T20:46:00,3,Follow up after event
BRETQJ6WO,CL055,CD00141,CY-2025,2025-06-25T21:00:00,3,Interested in demo
BR1EUXN89,CL055,CD00304,CY-2025,2025-06-25T19:47:00,4,Considering retained vs project
BRSDY7T08,CL055,CD00260,CY-2024,2025-06-25T10:38:00,3,Asked about pricing
BRF8XO8XQ,CL055,CD00185,CY-2025,2025-06-25T18:32:00,3,Wants case study
BRM30QQVE,CL055,CD00077,CY-2025,2025-06-25T11:16:00,5,Interested in demo
BRV0C2CKA,CL055,CD00140,CY-2024,2025-06-25T11:59:00,3,Asked for off-record candidate review
BR0556HTG,CL055,CD00137,CY-2024,2025-06-25T20:21:00,5,Inbound from referral
BR6227K6U,CL055,CD00177,CY-2024,2025-06-25T16:44:00,2,Follow up after event
BRI9HYJIH,CL055,CD00252,CY-2024,2025-06-25T12:50:00,1,Interested in demo
BRH5K30YG,CL055,CD00024,CY-2025,2025-06-25T16:52:00,3,Hot follow-up
BRYFRRX3F,CL055,CD00049,CY-2025,2025-06-25T12:33:00,2,Wants case study
BRNE8D0AI,CL055,CD00368,CY-2024,2025-06-25T18:03:00,4,
BRH9Z2RFK,CL055,CD00291,CY-2025,2025-06-25T17:12:00,1,Inbound from referral
BR3EL2ZG8,CL055,CD00096,CY-2025,2025-06-25T20:19:00,4,Interested in demo
BR94VLN49,CL055,CD00143,CY-2025,2025-06-25T19:35:00,3,Hot follow-up
BRRZFWBLS,CL055,CD00388,CY-2025,2025-06-25T13:30:00,5,Asked for off-record candidate review
BRHRJ9APJ,CL055,CD00078,CY-2025,2025-06-25T18:20:00,5,Wants case study
BRQA8LPQK,CL055,CD00084,CY-2025,2025-06-25T13:40:00,2,Wants case study
BR70O5BY1,CL055,CD00136,CY-2025,2025-06-25T20:49:00,2,Wants longlist within 10 business days
BRNJMJQOQ,CL055,CD00405,CY-2025,2025-06-25T18:19:00,3,Wants case study
BRP93IXQ9,CL055,CD00193,CY-2025,2025-06-25T20:18:00,5,Interested in demo
BRHZGF6L7,CL055,CD00007,CY-2024,2025-06-25T16:08:00,3,Follow up after event
BRDJPYJ4I,CL055,CD00323,CY-2025,2025-06-25T18:28:00,3,Asked about pricing
BR192WEFM,CL055,CD00301,CY-2025,2025-06-25T15:00:00,3,Requested benchmark comp data
BRX6T1NNX,CL055,CD00201,CY-2025,2025-06-25T11:36:00,1,Interested in demo
BRYM73ZQU,CL055,CD00310,CY-2025,2025-06-25T19:44:00,3,Existing client expanding mandate
BRXJ4VQVR,CL055,CD00059,CY-2025,2025-06-25T15:40:00,3,Existing client expanding mandate
BR467YA4A,CL055,CD00245,CY-2025,2025-06-25T15:50:00,4,Asked about pricing
BRN137K9N,CL055,CD00060,CY-2025,2025-06-25T18:21:00,1,Inbound from referral
BRFTKHBVC,CL055,CD00014,CY-2025,2025-06-25T20:02:00,4,Hold for board meeting decision
BRL46YJ5R,CL055,CD00021,CY-2025,2025-06-25T14:01:00,2,Interested in demo
BRDONEBFU,CL055,CD00277,CY-2025,2025-06-25T12:02:00,3,Asked about pricing
BR4RCNHYN,CL055,CD00373,CY-2025,2025-06-25T20:55:00,3,Follow up after event
BRMCVEMSC,CL055,CD00106,CY-2025,2025-06-25T16:42:00,4,Interested in demo
BR1KYBNW9,CL055,CD00339,CY-2025,2025-06-25T09:27:00,3,Follow up after event
BRJ1EV1TL,CL055,CD00156,CY-2025,2025-06-25T16:07:00,3,Interested in demo
BR6K114Z5,CL055,CD00045,CY-2025,2025-06-25T13:50:00,3,Wants case study
BRF98PVIW,CL055,CD00184,CY-2024,2025-06-25T19:52:00,4,Hold for board meeting decision
BRY1R7SU9,CL055,CD00192,CY-2025,2025-06-25T15:50:00,3,Follow up after event
BRTKJ5G2J,CL055,CD00410,CY-2025,2025-06-25T19:45:00,3,Follow up after event
BRWCJBYWC,CL055,CD00299,CY-2025,2025-06-25T11:01:00,5,Asked about pricing
BRVYPFP3F,CL055,CD00174,CY-2025,2025-06-25T20:30:00,5,Follow up after event
BRETFT6U4,CL055,CD00087,CY-2024,2025-06-25T14:34:00,3,Asked about pricing
BRNWYLR1J,CL055,CD00218,CY-2025,2025-06-25T13:59:00,5,New stakeholder — needs intro call
BR6GYHADF,CL055,CD00199,CY-2025,2025-06-25T14:34:00,5,Follow up after event
BRP226ENW,CL055,CD00110,CY-2025,2025-06-25T15:54:00,2,New stakeholder — needs intro call
BRNM6ZMTM,CL055,CD00403,CY-2025,2025-06-25T19:46:00,2,Follow up after event
BRNLXBLHR,CL055,CD00389,CY-2024,2025-06-25T15:57:00,4,Asked about pricing
BRHXUC6BL,CL055,CD00275,CY-2025,2025-06-25T12:12:00,3,New stakeholder — needs intro call
BREDBSCVW,CL055,CD00331,CY-2024,2025-06-25T20:13:00,4,Interested in demo
BRF8TAYCL,CL055,CD00214,CY-2025,2025-06-25T16:46:00,4,Wants case study
BRITABH6R,CL055,CD00052,CY-2024,2025-06-25T18:51:00,1,Follow up after event
BRXNR1XBL,CL055,CD00170,CY-2024,2025-06-25T20:55:00,2,Interested in demo
BRNDSPS71,CL055,CD00016,CY-2025,2025-06-25T14:48:00,5,Wants case study
BR2XYLQBA,CL055,CD00092,CY-2025,2025-06-25T11:48:00,2,Asked about pricing
BRY66TUZK,CL055,CD00073,CY-2025,2025-06-25T18:23:00,5,Wants case study
BRLHGZE7U,CL055,CD00321,CY-2024,2025-06-25T17:34:00,5,Wants case study
BRDHP4IXP,CL055,CD00069,CY-2024,2025-06-25T19:45:00,4,Existing client expanding mandate
BRHOKPDVX,CL055,CD00395,CY-2025,2025-06-25T10:13:00,3,Asked about pricing
BRUZAASUS,CL055,CD00164,CY-2025,2025-06-25T20:22:00,3,Follow up after event
BRHNL941W,CL055,CD00022,CY-2025,2025-06-25T11:52:00,1,Follow up after event
BRN29Z8ZX,CL055,CD00115,CY-2025,2025-06-25T10:21:00,3,Follow up after event
BRTOIOCZY,CL055,CD00099,CY-2025,2025-06-25T18:20:00,5,Wants case study
BRKS5R3QD,CL055,CD00046,CY-2025,2025-06-25T16:23:00,3,Wants case study
BR6HJAFZA,CL055,CD00196,CY-2025,2025-06-25T15:28:00,4,Wants longlist within 10 business days
BR0C952W1,CL055,CD00151,CY-2024,2025-06-25T20:53:00,5,Asked for off-record candidate review
BRC4ASHVV,CL055,CD00360,CY-2025,2025-06-25T15:42:00,4,Asked about pricing
BR9ULOX3L,CL055,CD00207,CY-2024,2025-06-25T18:06:00,3,Interested in demo
BRU3MZAOK,CL055,CD00003,CY-2025,2025-06-25T18:48:00,4,Interested in demo
BRNIIYAP2,CL055,CD00123,CY-2025,2025-06-25T13:24:00,2,Wants case study
BRD5N0TA8,CL055,CD00311,CY-2024,2025-06-25T12:55:00,5,Inbound from referral
BRN6P2LLC,CL055,CD00067,CY-2024,2025-06-25T12:46:00,3,
BRP4CXUH2,CL055,CD00334,CY-2024,2025-06-25T18:57:00,5,Asked about pricing
BROJR5XTE,CL055,CD00363,CY-2025,2025-06-25T09:54:00,4,Hold for board meeting decision
BRUO2H8CY,CL055,CD00284,CY-2024,2025-06-25T17:09:00,5,Interested in demo
BRC20T1XU,CL055,CD00288,CY-2024,2025-06-25T14:29:00,1,Considering retained vs project
BRJTAGH7F,CL055,CD00384,CY-2024,2025-06-25T10:05:00,3,Hot follow-up
BRFQBCKX5,CL055,CD00090,CY-2025,2025-06-25T18:36:00,3,Follow up after event
BR2VGQSF5,CL055,CD00346,CY-2024,2025-06-25T12:41:00,4,Wants case study
BRGALIH8W,CL055,CD00001,CY-2025,2025-06-25T10:37:00,3,Asked for off-record candidate review
BRBN7RKX1,CL055,CD00292,CY-2024,2025-06-25T15:33:00,4,Wants case study
BR3RRTJP2,CL055,CD00375,CY-2025,2025-06-25T09:11:00,5,Requested benchmark comp data
BRRIU090A,CL055,CD00130,CY-2025,2025-06-25T13:15:00,3,Wants case study
BRYI28EKP,CL055,CD00348,CY-2025,2025-06-25T11:51:00,4,Wants case study
BR6OKS6X0,CL055,CD00042,CY-2025,2025-06-25T20:34:00,1,Asked about pricing
BR2VEGDPF,CL055,CD00200,CY-2024,2025-06-25T18:44:00,4,Asked for off-record candidate review
BRFSNT61Z,CL055,CD00058,CY-2025,2025-06-25T16:27:00,3,Follow up after event
BRKHS49SF,CL055,CD00297,CY-2025,2025-06-25T10:41:00,3,Inbound from referral
BRVUD6SSH,CL055,CD00243,CY-2024,2025-06-25T13:42:00,3,Wants case study
BRAM5RL7T,CL055,CD00272,CY-2025,2025-06-25T15:31:00,5,Interested in demo
BRR0PSF4P,CL055,CD00134,CY-2025,2025-06-25T19:18:00,2,Wants case study
BRI8B2GL1,CL055,CD00126,CY-2024,2025-06-25T12:10:00,5,Interested in demo
BRZLWQGCC,CL063,CD00253,CY-2025,2025-06-25T19:02:00,2,Interested in demo
BR9AC5RLQ,CL063,CD00222,CY-2025,2025-06-25T20:11:00,2,Wants longlist within 10 business days
BR8LDNCLB,CL063,CD00179,CY-2024,2025-06-25T14:33:00,2,New stakeholder — needs intro call
BRX6U3HG3,CL063,CD00320,CY-2024,2025-06-25T17:11:00,5,Asked about pricing
BRRA2GCB9,CL063,CD00025,CY-2025,2025-06-25T10:12:00,4,Wants case study
BRUBNR0NN,CL063,CD00164,CY-2024,2025-06-25T15:11:00,4,
BR16ZMDIE,CL063,CD00301,CY-2025,2025-06-25T20:24:00,2,Wants case study
BR85X6REN,CL063,CD00217,CY-2024,2025-06-25T15:00:00,4,Follow up after event
BRXEN4CCM,CL063,CD00410,CY-2025,2025-06-25T13:58:00,4,Wants case study
BR71ZRRS4,CL063,CD00280,CY-2025,2025-06-25T15:40:00,2,Interested in demo
BRFOMXZER,CL063,CD00390,CY-2025,2025-06-25T16:58:00,2,Wants case study
BRWM20ULX,CL063,CD00115,CY-2025,2025-06-25T19:42:00,2,Considering retained vs project
BRI7AYL69,CL063,CD00017,CY-2024,2025-06-25T19:40:00,1,Wants case study
BRK7AC77W,CL063,CD00268,CY-2024,2025-06-25T14:17:00,2,Asked about pricing
BRGJL0OTC,CL063,CD00062,CY-2025,2025-06-25T17:15:00,2,Existing client expanding mandate
BRW8BF21P,CL063,CD00276,CY-2024,2025-06-25T17:45:00,4,Asked about pricing
BRI35W6W5,CL063,CD00031,CY-2025,2025-06-25T10:58:00,2,Asked about pricing
BR07HWRJS,CL063,CD00336,CY-2025,2025-06-25T17:47:00,2,Interested in demo
BRZUYIAT9,CL063,CD00351,CY-2025,2025-06-25T18:58:00,2,Wants longlist within 10 business days
BRKFLY9SO,CL063,CD00302,CY-2025,2025-06-25T18:49:00,2,Asked about pricing
BR4P2S8ZT,CL063,CD00363,CY-2025,2025-06-25T17:19:00,3,Asked for off-record candidate review
BRV2B2GUU,CL063,CD00235,CY-2025,2025-06-25T12:17:00,2,Follow up after event
BR9498L2G,CL063,CD00227,CY-2024,2025-06-25T12:03:00,4,Existing client expanding mandate
BRKL4WA3F,CL063,CD00061,CY-2024,2025-06-25T13:15:00,3,Asked about pricing
BRXWJ4C3U,CL063,CD00181,CY-2024,2025-06-25T15:58:00,1,Hot follow-up
BRARRNHUQ,CL063,CD00097,CY-2025,2025-06-25T12:40:00,1,New stakeholder — needs intro call
BRGAZGYND,CL063,CD00241,CY-2025,2025-06-25T12:42:00,5,Interested in demo
BRLUD8Q2H,CL063,CD00101,CY-2024,2025-06-25T10:34:00,3,Wants longlist within 10 business days
BR6Z869DW,CL063,CD00156,CY-2024,2025-06-25T17:33:00,5,Considering retained vs project
BRZTKHYOI,CL063,CD00264,CY-2024,2025-06-25T10:46:00,4,Wants longlist within 10 business days
BRB1KKFVE,CL063,CD00306,CY-2025,2025-06-25T16:18:00,4,Interested in demo
BRAPEB2AG,CL063,CD00384,CY-2025,2025-06-25T20:24:00,2,New stakeholder — needs intro call
BR3U6U28X,CL063,CD00096,CY-2025,2025-06-25T12:05:00,4,Follow up after event
BRV457AN7,CL063,CD00295,CY-2024,2025-06-25T15:15:00,5,Wants case study
BRI4UNGJI,CL063,CD00293,CY-2025,2025-06-25T17:23:00,3,Inbound from referral
BRTV0T1G3,CL063,CD00395,CY-2025,2025-06-25T12:38:00,5,Considering retained vs project
BRVD33ZLG,CL063,CD00027,CY-2025,2025-06-25T12:16:00,2,Asked about pricing
BRWIU150L,CL063,CD00283,CY-2025,2025-06-25T10:27:00,4,Asked about pricing
BRDTRAK4R,CL063,CD00420,CY-2025,2025-06-25T13:01:00,3,Asked about pricing
BRMLFH2XC,CL063,CD00366,CY-2025,2025-06-25T10:42:00,3,Wants case study
BRFPZPAVD,CL063,CD00158,CY-2024,2025-06-25T09:24:00,4,Considering retained vs project
BRLZ5Z1FE,CL063,CD00162,CY-2024,2025-06-25T14:53:00,3,Wants case study
BRO0TPV2R,CL063,CD00230,CY-2025,2025-06-25T20:18:00,1,Interested in demo
BR3GC850X,CL063,CD00002,CY-2024,2025-06-25T11:51:00,5,Interested in demo
BROG2YZ6C,CL063,CD00178,CY-2025,2025-06-25T18:25:00,4,Follow up after event
BRYA8Z1PL,CL063,CD00419,CY-2025,2025-06-25T15:56:00,3,Asked about pricing
BRH7BVGKP,CL063,CD00076,CY-2025,2025-06-25T16:44:00,4,Wants case study
BRF998VFA,CL063,CD00161,CY-2025,2025-06-25T18:59:00,4,Wants case study
BRZZSQNNO,CL063,CD00044,CY-2025,2025-06-25T12:27:00,3,Asked about pricing
BRV8S88DT,CL063,CD00176,CY-2024,2025-06-25T19:43:00,2,Asked about pricing
BRQQFWQOD,CL063,CD00332,CY-2024,2025-06-25T10:18:00,2,New stakeholder — needs intro call
BRNKG1OM5,CL063,CD00292,CY-2025,2025-06-25T20:11:00,3,Wants case study
BRQSFXFV0,CL063,CD00203,CY-2025,2025-06-25T12:29:00,4,Follow up after event
BR4282051,CL063,CD00148,CY-2025,2025-06-25T15:22:00,3,Wants longlist within 10 business days
BR8E8G0OQ,CL063,CD00228,CY-2024,2025-06-25T20:03:00,3,Hold for board meeting decision
BRQIMN8AW,CL063,CD00261,CY-2025,2025-06-25T12:04:00,2,Inbound from referral
BRNP1JYBM,CL063,CD00266,CY-2024,2025-06-25T14:25:00,4,Wants case study
BRSMKJ1NY,CL063,CD00408,CY-2025,2025-06-25T20:57:00,3,Interested in demo
BR3YSM8CD,CL063,CD00343,CY-2025,2025-06-25T10:45:00,2,Hot follow-up
BR57Y7ITM,CL063,CD00347,CY-2025,2025-06-25T18:24:00,3,Requested benchmark comp data
BRPNQ0NQZ,CL063,CD00287,CY-2025,2025-06-25T16:51:00,3,Follow up after event
BRM3BQF00,CL063,CD00396,CY-2025,2025-06-25T12:33:00,2,Inbound from referral
BRX3CV4C0,CL063,CD00168,CY-2025,2025-06-25T12:30:00,3,Interested in demo
BR6QR55GF,CL063,CD00337,CY-2025,2025-06-25T12:06:00,5,Follow up after event
BRT08ZSJU,CL063,CD00006,CY-2025,2025-06-25T15:20:00,5,Follow up after event
BR2ZUTP19,CL063,CD00202,CY-2025,2025-06-25T20:29:00,5,Requested benchmark comp data
BRCNFAWI0,CL063,CD00360,CY-2024,2025-06-25T20:35:00,5,Follow up after event
BR6BBCSDT,CL063,CD00285,CY-2024,2025-06-25T11:20:00,2,Hot follow-up
BRFORCHHB,CL063,CD00418,CY-2024,2025-06-25T17:45:00,3,Follow up after event
BRVMEFC60,CL063,CD00138,CY-2025,2025-06-25T16:03:00,3,Asked about pricing
BRTYB7JNN,CL063,CD00290,CY-2025,2025-06-25T16:57:00,4,Asked about pricing
BRJVQI3EU,CL063,CD00389,CY-2024,2025-06-25T13:29:00,3,Interested in demo
BRJXPVTQ0,CL063,CD00054,CY-2025,2025-06-25T11:59:00,5,Considering retained vs project
BRPSUY7PY,CL063,CD00304,CY-2025,2025-06-25T17:12:00,3,Asked for off-record candidate review
BRKTXPMG2,CL063,CD00083,CY-2025,2025-06-25T17:08:00,2,Follow up after event
BRZF6LWI9,CL063,CD00136,CY-2024,2025-06-25T19:07:00,4,Asked about pricing
BRHEWRKZN,CL063,CD00281,CY-2025,2025-06-25T11:55:00,4,Asked about pricing
BRH5PDUTV,CL063,CD00354,CY-2024,2025-06-25T20:35:00,1,New stakeholder — needs intro call
BR6CA1EVG,CL063,CD00104,CY-2024,2025-06-25T14:54:00,3,Interested in demo
BRGG4X63C,CL063,CD00412,CY-2025,2025-06-25T16:53:00,5,Asked about pricing
BRKDO7DOB,CL063,CD00327,CY-2024,2025-06-25T14:29:00,4,Wants case study
BRXZWCKO1,CL063,CD00294,CY-2025,2025-06-25T19:08:00,2,Follow up after event
BRU522LA7,CL063,CD00399,CY-2024,2025-06-25T15:41:00,5,Wants case study
BRUNQ4V64,CL063,CD00313,CY-2025,2025-06-25T10:15:00,5,Interested in demo
BR7H2YXG5,CL063,CD00248,CY-2025,2025-06-25T15:17:00,5,Wants case study
BRBG8K7H0,CL063,CD00026,CY-2025,2025-06-25T16:33:00,4,Considering retained vs project
BRAVRKXFJ,CL063,CD00244,CY-2024,2025-06-25T10:21:00,3,Wants case study
BRE69H6AY,CL063,CD00070,CY-2025,2025-06-25T10:30:00,2,Wants case study
BRL46ZWYA,CL063,CD00255,CY-2025,2025-06-25T20:44:00,5,Follow up after event
BRPPNMRDJ,CL063,CD00225,CY-2025,2025-06-25T18:22:00,1,Asked about pricing
BRMNSGDOI,CL063,CD00213,CY-2025,2025-06-25T09:04:00,5,Considering retained vs project
BRK3VNDC1,CL063,CD00350,CY-2025,2025-06-25T11:15:00,1,New stakeholder — needs intro call
BRQBJRFKG,CL063,CD00145,CY-2025,2025-06-25T20:32:00,1,Interested in demo
BRYHQQDGX,CL063,CD00089,CY-2024,2025-06-25T16:48:00,3,Existing client expanding mandate
BR75TW29V,CL063,CD00142,CY-2025,2025-06-25T17:05:00,5,Asked about pricing
BR1BKG5WU,CL063,CD00211,CY-2024,2025-06-25T09:11:00,3,New stakeholder — needs intro call
BR7ENKFE1,CL063,CD00291,CY-2025,2025-06-25T16:56:00,4,Wants case study
BR2QXFALB,CL063,CD00411,CY-2024,2025-06-25T15:59:00,3,Wants case study
BR1J2W3E1,CL063,CD00315,CY-2025,2025-06-25T12:29:00,3,Asked about pricing
BR2AJ6UPW,CL063,CD00379,CY-2024,2025-06-25T10:32:00,5,Follow up after event
BRP9AWOOT,CL063,CD00377,CY-2025,2025-06-25T12:08:00,3,Follow up after event
BRQGBR3M4,CL063,CD00339,CY-2025,2025-06-25T17:44:00,3,Follow up after event
BRFMR4UP6,CL063,CD00032,CY-2025,2025-06-25T19:38:00,5,Wants case study
BRVQHN85U,CL063,CD00341,CY-2025,2025-06-25T18:27:00,3,Asked about pricing
BRA57Z3VF,CL063,CD00246,CY-2025,2025-06-25T13:16:00,1,Asked about pricing
BRVOAWRMV,CL063,CD00125,CY-2025,2025-06-25T19:17:00,2,
BRZ825B0J,CL063,CD00036,CY-2025,2025-06-25T14:58:00,5,Asked for off-record candidate review
BRDOMRD99,CL063,CD00212,CY-2025,2025-06-25T16:29:00,5,Hot follow-up
BRRIVB0XR,CL063,CD00171,CY-2025,2025-06-25T14:53:00,2,Wants longlist within 10 business days
BRDJZ8B2F,CL063,CD00318,CY-2025,2025-06-25T17:03:00,3,Asked about pricing
BR42PNZN8,CL063,CD00050,CY-2024,2025-06-25T17:09:00,5,Wants case study
BRD22VKYB,CL063,CD00257,CY-2025,2025-06-25T10:35:00,3,Wants longlist within 10 business days
BRD89NEXX,CL063,CD00091,CY-2025,2025-06-25T18:08:00,5,Asked about pricing
BR1DWCU6G,CL063,CD00133,CY-2024,2025-06-25T18:27:00,4,Requested benchmark comp data
BRTBX34B1,CL063,CD00380,CY-2025,2025-06-25T09:22:00,3,Hold for board meeting decision
BRQCMJ0NP,CL063,CD00414,CY-2025,2025-06-25T16:32:00,3,Asked about pricing
BRAK0RFDY,CL063,CD00252,CY-2025,2025-06-25T17:37:00,3,Follow up after event
BRVXX4LMQ,CL033,CD00273,CY-2025,2025-06-25T14:47:00,1,Inbound from referral
BRQWR1MN4,CL033,CD00056,CY-2025,2025-06-25T15:11:00,4,
BRT4WQKPW,CL033,CD00418,CY-2024,2025-06-25T10:36:00,4,Wants case study
BR7TD8OW2,CL033,CD00392,CY-2025,2025-06-25T09:19:00,4,Interested in demo
BRTNP4KPX,CL033,CD00091,CY-2024,2025-06-25T14:39:00,5,Follow up after event
BR537SOG5,CL033,CD00340,CY-2025,2025-06-25T09:27:00,5,Interested in demo
BRUZAESJI,CL033,CD00272,CY-2025,2025-06-25T14:40:00,1,Existing client expanding mandate
BRL3JQ6Z0,CL033,CD00361,CY-2025,2025-06-25T19:43:00,4,Wants case study
BR1ZMU90A,CL033,CD00359,CY-2024,2025-06-25T14:57:00,2,Asked about pricing
BRWUDCWLL,CL033,CD00051,CY-2024,2025-06-25T13:31:00,3,Interested in demo
BRWJ0PKO7,CL033,CD00152,CY-2025,2025-06-25T19:20:00,3,Hold for board meeting decision
BR0K42JHP,CL033,CD00277,CY-2025,2025-06-25T17:37:00,5,Wants case study
BR6ORTDHK,CL033,CD00048,CY-2025,2025-06-25T10:37:00,5,Asked for off-record candidate review
BROLFHSDZ,CL033,CD00258,CY-2025,2025-06-25T12:37:00,2,Asked about pricing
BRYCYC45Z,CL033,CD00405,CY-2025,2025-06-25T12:23:00,5,Follow up after event
BRNSFK6O5,CL033,CD00400,CY-2025,2025-06-25T12:21:00,5,Interested in demo
BRCFVW9M4,CL033,CD00105,CY-2025,2025-06-25T10:24:00,1,Follow up after event
BRYQIURYO,CL033,CD00412,CY-2025,2025-06-25T15:11:00,2,Asked about pricing
BRTMN1ORD,CL033,CD00172,CY-2024,2025-06-25T13:22:00,5,Wants case study
BR6TMV29B,CL033,CD00393,CY-2024,2025-06-25T10:04:00,5,Interested in demo
BRBTNAES6,CL033,CD00377,CY-2025,2025-06-25T13:17:00,5,Inbound from referral
BRW5W1MI4,CL033,CD00003,CY-2024,2025-06-25T19:50:00,5,Hold for board meeting decision
BR0D2Y5OI,CL033,CD00358,CY-2024,2025-06-25T19:52:00,4,Inbound from referral
BR5BT3CEY,CL033,CD00320,CY-2024,2025-06-25T12:26:00,5,Asked about pricing
BRAMEQHU8,CL033,CD00189,CY-2024,2025-06-25T10:07:00,2,Interested in demo
BRIGXOARR,CL033,CD00332,CY-2025,2025-06-25T18:51:00,4,Wants case study
BRC13I1BV,CL033,CD00160,CY-2025,2025-06-25T09:00:00,1,Follow up after event
BRQ640B7G,CL033,CD00403,CY-2025,2025-06-25T20:02:00,4,Follow up after event
BRMO1H67K,CL033,CD00181,CY-2025,2025-06-25T17:57:00,3,Follow up after event
BRSBVF2FT,CL033,CD00309,CY-2025,2025-06-25T13:57:00,4,Interested in demo
BR80MSXIS,CL033,CD00159,CY-2025,2025-06-25T17:39:00,4,Follow up after event
BRZGX7U5U,CL033,CD00239,CY-2025,2025-06-25T15:59:00,1,Interested in demo
BR32SVKGT,CL033,CD00074,CY-2025,2025-06-25T11:19:00,2,Hold for board meeting decision
BRCVGEAM7,CL033,CD00205,CY-2025,2025-06-25T16:45:00,3,Asked about pricing
BRQH4ZOU4,CL033,CD00017,CY-2024,2025-06-25T19:51:00,3,Considering retained vs project
BRA97WQ6K,CL033,CD00162,CY-2025,2025-06-25T17:44:00,3,Asked about pricing
BRYJIFJLP,CL033,CD00335,CY-2024,2025-06-25T11:59:00,4,Follow up after event
BRAO6RPHY,CL033,CD00054,CY-2025,2025-06-25T20:18:00,4,Interested in demo
BRHC5862T,CL033,CD00190,CY-2024,2025-06-25T19:19:00,5,
BRX59MN9E,CL033,CD00196,CY-2024,2025-06-25T16:06:00,2,Interested in demo
BRD40C8NO,CL033,CD00047,CY-2025,2025-06-25T12:33:00,5,Follow up after event
BRDELA6OC,CL033,CD00191,CY-2024,2025-06-25T19:02:00,5,Existing client expanding mandate
BRNSZP61D,CL033,CD00305,CY-2025,2025-06-25T09:38:00,5,Interested in demo
